Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
cherry-kantha-scarf-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_BAN_ScarfGroup1_446_large_b0059615-7cfe-4b1e-b5ba-c79273ec13b6.jpeg?v=1419280610,,,,,,,,,,,,,,,,,,,
indian-scarf-cherry-and-grape-kantha,Cherry and Grape Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in shades of red and purple is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, ethical, House of Wandering Silk, India, kantha, recycled, scarves, silk, sustainable",TRUE,Title,Default Title,,,,,a3314402in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/cherry_grape_indian_kantha_scarf.jpeg?v=1419280612,cherry grape indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-cherry-and-grape-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_d8a0de20-0d04-4ede-84c4-489fec3df21b.jpeg?v=1419280612,indian kantha scarves,,,,,,,,,,,,,,,,,,
butterfly-pink-kantha-scarf-india,Butterfly Pink Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in lively hues of green and pink is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, House of Wandering Silk, India, scarves, silk",TRUE,Title,Default Title,,,,,a3314719in,400,shopify,0,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/butterflypink_copy.jpeg?v=1419280646,,FALSE,,,,,,,,,,,,,,,,,kg
butterfly-pink-kantha-scarf-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_BAN_ScarfGroup1_446square_9e6e7a15-5436-4728-a399-9a87d78a7eb4.jpeg?v=1419280647,,,,,,,,,,,,,,,,,,,
blush-silk-scarf-afghanistan,Blush Silk Scarf - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Saleh Fine Silks</strong>
</p>
<p>This handwoven, pure silk scarf in blush colour is exquisitely soft to touch and very lightweight. It is perfect for travelling and can dress up an outfit for any occasion.</p>
<p>Saleh tries to buy silk from Afghanistan but silk production was severely affected during the civil war and under Taliban rule when the mulberry orchards, home to the silk worms, were cut down or destroyed. Today silk weavers like Saleh are forced to buy in some silk from Pakistan and China at inflated prices. Although there are still as many as 36 silk workshops in Herat, home to the traditional Afghan silk industry, there are only three workshops left in Kabul today. </p>
<p>
  <em>• 100% silk - dry clean only.</em>
  <br><em>• Dimensions: 190cm x 65cm.</em>
</p>",Saleh Fine Silks,Scarves,"accessories, Afghanistan, blush, Saleh Fine Silks, scarves, silk",TRUE,Title,Default Title,,,,,a3320910af,400,shopify,24,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_ScarfC_053.jpeg?v=1419280690,,FALSE,,,,,,,,,,,,,,,,,kg
blush-silk-scarf-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Scarf2_099.jpeg?v=1419280690,,,,,,,,,,,,,,,,,,,
blush-chundri-scarves,Blush Chundri Scarf - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Nasreen Ismail</strong><br><br>Handmade using 100% Pakistani cotton, this patterned scarf in shades of blush has been hand-dyed to give it a unique finish. It is extremely lightweight and great for traveling. <br><br>Pakistan has a large textile industry and weaving and dyeing are skills that has been passed on for many generations in Pakistani families.<br><br><em>•   </em><em>200cm x 100cm (may appear smaller in photo).<br></em><em>•  Handwash in cold water. Twirl and tie while drying.</em></p>",Nasreen Ismail,Scarves,"Nasreen Ismail, Pakistan, scarves",TRUE,Title,Default Title,,,,,a3210921pa,200,shopify,11,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/a3210921pa_509.jpeg?v=1419280695,,FALSE,,,,,,,,,,,,,,,,,kg
blush-chundri-scarves,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Scarf5.jpeg?v=1419280695,,,,,,,,,,,,,,,,,,,
indian-scarf-blue-and-black-kantha,Blue and Black Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in blue and black is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, House of Wandering Silk, India, kantha, scarves, silk",TRUE,Title,Default Title,,,,,a3314151in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/blue_and_black_kantha_scarf.jpeg?v=1419280738,Indian blue and black kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-blue-and-black-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_grande_069a9977-b0e4-495a-9ceb-5caf13f3e12c.jpeg?v=1419280738,Indian kantha scarves,,,,,,,,,,,,,,,,,,
indian-scarf-aqua-and-cherry-kantha,Aqua and Cherry Kantha Scarf - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong><br><br>Made from vintage silk saris, this patterned scarf in shades of pink and green is quilted with a simple running stitch – a technique called “kantha.” Each kantha scarf is one-of-a-kind boasting unique patterns and a mix of both bright and earthy complementary colours. <br><br>Kantha is still the most popular form of embroidery practiced by rural women in the West Bengal State of India. The stitching work can be done in the privacy of the home allowing even women from conservative families to participate.<br><br><em>• 100% silk – dry clean only.</em><br><em>• Dimensions: 200cm x 45cm.</em></p>",House of Wandering Silk,Scarves,"accessories, ethical, House of Wandering Silk, India, kantha, recycled, scarves, silk, sustainable",TRUE,Title,Default Title,,,,,a3314618in,400,shopify,1,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/aqua_cherry_Indian_kantha_scarf.jpeg?v=1419280840,aqua cherry Indian kantha scarf,FALSE,,"Discover our unique Indian kantha scarves from our partner House of Wandering Silk. Made from vintage silk saris, each scarf is hand-stitched and one-of-a-kind.",,,,,,,,,,,,,,,kg
indian-scarf-aqua-and-cherry-kantha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/indian_kantha_scarves_869f1885-9619-4ac5-b450-28a21f9eaa24.jpeg?v=1419280840,Indian kantha scarves,,,,,,,,,,,,,,,,,,
teal-placemat-swaziland,Teal Placemat - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Gone Rural</strong></p>
<p><span style=""line-height: 1.5;"">Modern and chic, the Teal Collection is a sophisticated palette of natural, chocolate and teal stripes.</span><br>These placemats are woven from the naturally durable grass Lutindzi which grows on the mountains of Swaziland. Lutindzi is harvested in January and pulled from the sheath, keeping the roots intact to ensure replenishment the following year. The grass is then dyed beautiful colours using a certified organic textile dye.<br><br>Pair these with a matching table runner for a vibrant outdoor - or indoor - table setting.<br><br><em>• Dimensions: 14in (36cm) diameter.</em></p>",Gone Rural,Placemats,"africa, ethical, Gone Rural, home decor, placemats, sustainable, Swaziland, tableware, teal",TRUE,Title,Default Title,,,,,h4500700sw,400,shopify,10,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_GRPlacemat_A_07d9960d-dda2-4565-b4d8-877fa131d33d.jpeg?v=1419279107,,FALSE,,,,,,,,,,,,,,,,,kg
indian-tangerine-banana-fiber-placemats,Tangerine Banana Fiber Placemats - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: ROPE</strong></p>
<p>Sold in sets of two, these handwoven and eco-friendly placemats are simple yet sophisticated with a bold stripe of naturally dyed colour down the middle. Available in five different soft shades, they are guaranteed to be a warm and welcome addition to any table setting.</p>
<p><em>• Dimensions: 18.5 x 13.5"" (47 x 34cm).</em></p>",ROPE,Placemats,"ethical, home decor, India, placemats, recycled, ROPE, sustainable, tableware",TRUE,Title,Default Title,,,,,h4500300in,300,shopify,10,deny,manual,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Indian_tangerine_placemat.jpeg?v=1419279141,,FALSE,,"Discover ROPE in Southern India - beautiful, handwoven and sustainable tableware made from natural fibers by female artisans in rural villages.",,,,,,,,,,,,,,,kg
sunset-placemat-swaziland,Sunset Placemat - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Gone Rural</strong></p>
<p><span style=""line-height: 1.5;"">Warm and inviting, the sunset palette mixes natural coloured sisal with orange and red stripes. </span><br><span style=""line-height: 1.5;"">These placemats are woven from the naturally durable grass Lutindzi which grows on the mountains of Swaziland. Lutindzi is harvested in January and pulled from the sheath, keeping the roots intact to ensure replenishment the following year. The grass is then dyed beautiful colours using a certified organic textile dye.</span><br><br>Pair this with matching table runner for a vibrant outdoor - or indoor - table setting.<br><br><em>• Dimensions: 14in (36cm) diameter.</em></p>",Gone Rural,Placemats,"ethical, female empowerment, Gone Rural, home decor, placemat, sustainable, Swaziland, Table Linens, tableware, woven",TRUE,Title,Default Title,,,,,h4500300sw,400,shopify,3,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_GRPlacemat_C_92e60c3b-ca49-446f-97cb-8fd23b2a5c85.jpeg?v=1419279153,,FALSE,,,,,,,,,,,,,,,,,kg
indian-slate-banana-fiber-placemats,Slate Banana Fiber Placemats - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p>
<p><strong>Artisan: ROPE</strong></p>
<p>Sold in sets of two, these handwoven and eco-friendly placemats are simple yet sophisticated with a bold stripe of naturally dyed colour down the middle. Available in five different soft shades, they are guaranteed to be a warm and welcome addition to any table setting.</p>
<p><em>• Dimensions: 18.5 x 13.5"" (47 x 34cm).</em></p>",ROPE,Placemats,"ethical, home decor, India, placemats, ROPE, sustainable, table linens, tableware",TRUE,Title,Default Title,,,,,h4500120in,300,shopify,10,deny,manual,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Indian_slate_placemat.jpeg?v=1419279296,,FALSE,,"Discover ROPE in Southern India - beautiful, handwoven and sustainable tableware made from natural fibers by female artisans in rural villages.",,,,,,,,,,,,,,,kg
indian-sea-blue-banana-fiber-placemats,Sea Blue Banana Fiber Placemats - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: ROPE</strong></p>
<p>Sold in sets of two, these handwoven and eco-friendly placemats are simple yet sophisticated with a bold stripe of naturally dyed colour down the middle. Available in five different soft shades, they are guaranteed to be a warm and welcome addition to any table setting.</p>
<p><em>• Dimensions: 18.5 x 13.5"" (47 x 34cm).</em></p>",ROPE,Placemats,"ethical, home decor, India, placemats, recycled, ROPE, sustainable, tableware",TRUE,Title,Default Title,,,,,h4500600in,300,shopify,10,deny,manual,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Indian_sea_blue_placemat.jpeg?v=1419279405,,FALSE,,"Discover ROPE in Southern India - beautiful, handwoven and sustainable tableware made from natural fibers by female artisans in rural villages.",,,,,,,,,,,,,,,kg
mono-placemats-swaziland,Mono Placemats - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Gone Rural</strong><br><br>Cool and contemporary, the Mono collection is a classic palette of black, grey and white.<br>These placemats are woven from the naturally durable grass Lutindzi which grows on the mountains of Swaziland. Lutindzi is harvested in January and pulled from the sheath, keeping the roots intact to ensure replenishment the following year. The grass is then dyed beautiful colours using a certified organic textile dye.<br><br>Pair these with a matching table runner for a vibrant outdoor - or indoor - table setting.<br><br><em>• Dimensions: 14in (36cm) diameter.</em></p>",Gone Rural,Placemats,"Africa, artisanal, ethical, female empowerment, Gone Rural, home decor, sustainable, Swaziland, table linens, woven",TRUE,Title,Default Title,,,,,h4500150sw,400,shopify,24,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_GRPlacemat_E.jpeg?v=1419279900,,FALSE,,,,,,,,,,,,,,,,,kg
miro-placemat-swaziland,Miro Placemat - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Gone Rural</strong><br><br>Bold and striking, the Miro palette consists of charcoal, fuchsia and turquoise stripes. These placemats are woven from the naturally durable grass Lutindzi which grows on the mountains of Swaziland. Lutindzi is harvested in January and pulled from the sheath, keeping the roots intact to ensure replenishment the following year. The grass is then dyed beautiful colours using a certified organic textile dye.<br><br>Pair this with matching the matching runner for a vibrant outdoor - or indoor - table setting.<br><br><em>• Dimensions: 14in (36cm) diameter.</em></p>",Gone Rural,Placemats,"africa, ethical, female empowerment, Gone Rural, grass, placemats, sustainable, Swaziland, tableware, woven",TRUE,Title,Default Title,,,,,h4500490sw,400,shopify,20,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_GRPlacemat_D_544846e5-418c-4fb6-a569-96890011e450.jpeg?v=1419279905,,FALSE,,,,,,,,,,,,,,,,,kg
indian-marigold-banana-fiber-placemats,Marigold Banana Fiber Placemats - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: ROPE</strong></p>
<p>Sold in sets of two, these handwoven and eco-friendly placemats are simple yet sophisticated with a bold stripe of naturally dyed colour down the middle. Available in five different soft shades, they are guaranteed to be a warm and welcome addition to any table setting.</p>
<p><em>• Dimensions: 18.5 x 13.5"" (47 x 34cm).</em></p>",ROPE,Placemats,"ethical, home decor, India, placemats, recycled, ROPE, sustainable, table linens, tableware",TRUE,Title,Default Title,,,,,h4500200in,300,shopify,10,deny,manual,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Indian_marigold_placemat.jpeg?v=1419279923,,FALSE,,"Discover ROPE in Southern India - beautiful, handwoven and sustainable tableware made from natural fibers by female artisans in rural villages.",,,,,,,,,,,,,,,kg
indian-lime-banana-fiber-placemats,Lime Banana Fiber Placemats - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: ROPE</strong></p>
<p>Sold in sets of two, these handwoven and eco-friendly placemats are simple yet sophisticated with a bold stripe of naturally dyed colour down the middle. Available in five different soft shades, they are guaranteed to be a warm and welcome addition to any table setting.</p>
<p><em>• Dimensions: 18.5 x 13.5"" (47 x 34cm).</em></p>",ROPE,Placemats,"ethical, home decor, India, placemats, recycled, ROPE, sustainable, tableware",TRUE,Title,Default Title,,,,,h4500700in,300,shopify,10,deny,manual,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Indian_lime_placemat.jpeg?v=1419279971,,FALSE,,"Discover ROPE in Southern India - beautiful, handwoven and sustainable tableware made from natural fibers by female artisans in rural villages.",,,,,,,,,,,,,,,kg
candy-placemat-swaziland,Candy Placemat - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong><a title=""Placemats"" href=""http://www.farandwidecollective.com/collections/sisal/""><em>SEE MORE SISAL PLACEMATS HERE</em></a><em></em></strong></p>
<p><strong>Artisan: Gone Rural</strong></p>
<p>Fun and cheery, this palette includes a playful combination of pink, lime green and tangerine stripes. These placemats are woven from the naturally durable grass Lutindzi which grows on the mountains of Swaziland. Lutindzi is harvested in January and pulled from the sheath, keeping the roots intact to ensure replenishment the following year. The grass is then dyed beautiful colours using a certified organic textile dye.</p>
<p>Pair these placemats with a matching table runner for a vibrant outdoor - or indoor - table setting.</p>
<p><em>• Dimensions: 14in (36cm) diameter.</em></p>",Gone Rural,Placemats,"africa, ethical, female empowerment, Gone Rural, placemats, sustainable, Swaziland, tableware, woven",TRUE,Title,Default Title,,,,,h4500820sw,400,shopify,0,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_GRPlacemat_B_d567449e-d5d8-45b5-a272-e8596a6af329.jpeg?v=1419280634,,FALSE,,,,,,,,,,,,,,,,,kg
banana-leaf-green-placemats-set-of-two,Banana-leaf Green Placemats - Sri Lanka,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Barefoot</strong></p>
<p><span style=""color: #666666;"">Sold in sets of two, t</span>hese hand-woven cotton-twill placemats are hand-dyed in striking shades of banana-leaf green, yellow and turquoise. The stripes add a bold graphic element.</p>
<p>Textile weaving is one of the oldest crafts in Sri Lanka. It has however, with the import of cheaper and lower quality textiles, had to struggle for survival in recent decades. This product is made by the more than 750 mostly female weavers and needle women at Barefoot who practice their craft out of small work centres located in the countryside. The strong and vibrant colours are a reflection Sri Lankan culture and heritage.</p>
<p><span style=""line-height: 16px;"">•   <em>100% cotton.</em><br></span><em>•   Dimensions: 46cm x 33cm.</em></p>",Barefoot,Placemats,"Barefoot, Sri Lanka, Table Linens",TRUE,Title,Default Title,,,,,h4510705sr,400,shopify,23,deny,manual,29,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/h4510705sr.jpeg?v=1419280827,,FALSE,,,,,,,,,,,,,,,,,kg
banana-leaf-green-placemats-set-of-two,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Placemats.jpeg?v=1419280827,,,,,,,,,,,,,,,,,,,
jali-coaster-afghanistan,Walnut Jali Coaster - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Masoud Abdul Baqi</strong></p>
<p>This stylish <em>“jali</em>” (lattice) coaster is handcrafted from walnut, a durable, sustainable wood that is native to Afghanistan, and hand-finished with a thin layer of protective oil.</p>
<p>Wooden jali screens are traditionally found instead of windows in the old houses in Afghanistan, preserving privacy and sheltering inhabitants from the strong sunshine. Small pieces of walnut are fitted together by hand, traditionally without glue, into intricate geometric patterns.</p>
<p>•  <em> Dimensions: 10cm x 10cm.</em></p>",Masoud Abdul Baqi,Coaster,"Afghanistan, Masoud Abdul Baqi",TRUE,Title,Default Title,,,,,h1310812af,100,shopify,14,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/3.jpeg?v=1419278934,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-yellow-flower-uzbekistan,Small Ceramic Dipping Bowl - Yellow Flower - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><strong></strong> <span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a whimsical flower pattern in shades of yellow. Display it on its own or in a grouping for a lovely centrepiece. They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span></p>
<p>This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominate the architecture of many Uzbek cities with its tiled dorms and historic buildings. <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em><br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120201uz,300,shopify,6,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/YellowBowls_300dpiB.jpeg?v=1419279212,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-yellow-flower-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/YellowBowls_large_2a70e4de-01bc-4d95-ab63-b2285729403d.jpeg?v=1419279212,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-yellow-flower-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_6385797a-b9b6-4ef5-bf42-e69ba2699022.jpeg?v=1419279212,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-yellow-fish-uzbekistan,Small Ceramic Dipping Bowl - Yellow Fish - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><strong></strong> <span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a playful pattern of fish in shades of yellow. Display it on its own or in a grouping for a lovely centrepiece. They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span></p>
<p>This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings. <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3m) h.</em><br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120202uz,300,shopify,2,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/YellowBowls_300dpiA.jpeg?v=1419279217,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowl-yellow-fish-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/YellowBowls_large_bb417595-3b57-424b-9cee-2ea9bcb491e6.jpeg?v=1419279217,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowl-yellow-fish-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_BOWLS_square_large_c5b1177a-72e7-4351-a5d6-ab33128cb7bb.jpeg?v=1419279217,,,,,,,,,,,,,,,,,,,
small-uzbek-ceramic-bowls-multi-stripe-uzbekistan,Small Ceramic Dipping Bowl - Multi-stripe - Uzbekistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Alisher Rakhimov</strong></p>
<p><span style=""line-height: 1.5;"">This one-of-a-kind, hand-painted, decorative Uzbek bowl features a bold, multi-coloured stripe design. Display it on its own or group some together for a lovely centrepiece. They can also be used as stylish spots for storing small items like paper clips, rings or loose change.</span></p>
<p><span style=""line-height: 1.5;""></span>This bowl is the product of the ancient ceramics tradition in Uzbekistan dating back more than 2,000 years. During the Soviet Union’s seven-decade rule “production” largely declined but after independence in 1991 the craft has had a grand revival and today still dominates the architecture of many Uzbek cities with its tiled dorms and historic buildings. <br><br><em>• Dimensions: approximately 4in (10cm) d. x 1.2in (3cm) h.</em><br><br></p>",Alisher Rakhimov,Ceramic bowls,"Alisher Rakhimov, Ceramic Bowls, Decorative Accessories, Uzbekistan",TRUE,Title,Default Title,,,,,h4120491uz,300,shopify,13,deny,manual,19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/T4150x3421-00347B.jpeg?v=1419279224,,FALSE,,,,,,,,,,,,,,,,,kg
small-uzbek-ceramic-bowls-multi-stripe-uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/T4150x3421-00347_bd61095e-1a86-4669-9de7-3846eafe3ccc.jpeg?v=1419279224,,,,,,,,,,,,,,,,,,,
