Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
silver-aquamarine-studs,Silver Aquamarine Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan aquamarines which embody a one-of-a-kind elegance. They are set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100523af,100,shopify,6,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2100523af_070.jpeg?v=1419279380,,FALSE,,,,,,,,,,,,,,,,,kg
silver-aquamarine-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery8_036_cf733235-c8b3-4f00-b261-98b12cf8ae79.jpeg?v=1419279380,,,,,,,,,,,,,,,,,,,
silver-aquamarine-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Studs_7.jpeg?v=1419279380,,,,,,,,,,,,,,,,,,,
silver-aquamarine-drop-earrings-afghanistan,Silver Aquamarine Drop Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Utterly feminine, these drop earrings feature uncut aquamarine stones which embody a one-of-a-kind elegance. They are set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually featuring precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d. </em></p>",Shugufa Yousofzai,Earrings,"accessories, Afghanistan, aquamarine, Earrings, Jewelry, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100524af,300,shopify,2,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14001FAW_PRO_earD_060web.jpeg?v=1419279384,,FALSE,,,,,,,,,,,,,,,,,kg
silver-amethyst-studs-afghanistan,Silver Amethyst Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan emeralds which embody a one-of-a-kind elegance. They are set in sterling silver.<br><span style=""line-height: 1.5;""></span></p>
<p><span style=""line-height: 1.5;"">Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</span></p>
<p><em><span style=""line-height: 1.5;"">• Dimensions: approximately .5"" (1.3cm) d. </span></em></p>",Shugufa Yousofzai,Earrings,"accessories, Afghanistan, Earrings, Jewelry, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100505af,300,shopify,10,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14001FAW_PRO_earG_079web.jpeg?v=1419279386,,FALSE,,,,,,,,,,,,,,,,,kg
ruby-studs-afghanistan,Ruby Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Javid Noori</strong><br><br>These rough gemstone studs are handcrafted by Javid Noori in collaboration with UK designer Pippa Small for Turquoise Mountain. They are finished in simple gold-plated prong settings.<br><br>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains. <br><br><em>• Dimensions: approximately .4"" (1cm) diameter.</em><br><br></p>",Turquoise Mountain,Earrings,"Afghanistan, Earrings, javid noori, Jewelry, pippa small, Ruby, Studs, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2600312af,300,shopify,0,deny,manual,260,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMStudsF.jpeg?v=1419279433,,FALSE,,,,,,,,,,,,,,,,,kg
ruby-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMStudsF_fig_web.jpeg?v=1419279433,,,,,,,,,,,,,,,,,,,
peridot-studs-afghanistan,Peridot Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Javid Noori</strong><br><br>These rough gemstone studs are designed by UK designer Pippa Small and handcrafted by Javid Noori for Turquoise Mountain. They are finished in simple gold-plated prong settings.<br><br>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains. <br><br><em>• Dimensions: approximately .4"" (1cm) diameter.</em></p>",Turquoise Mountain,Earrings,"accessories, Afghanistan, Earrings, javid noori, Jewelry, peridot, pippa small, studs, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2600712af,300,shopify,0,deny,manual,105,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMStudsB.jpeg?v=1419279712,,FALSE,,,,,,,,,,,,,,,,,kg
peridot-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMStudsB_fig_web.jpeg?v=1419279712,,,,,,,,,,,,,,,,,,,
pale-blue-silk-scarf-silver-pink-quartz-studs-afghanistan,Pale Blue Silk Scarf + Silver Pink Quartz Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisans: Saleh Fine Silks and Shugufa Yousofzai</strong></p>
<p>The perfect gift set for the holidays - our bestselling silk scarves and studs from Afghanistan are available for a limited time for a special price.</p>
<p>Scarf:</p>
<p><em>• 100% silk - dry clean only.</em> <br><em>• Dimensions: 190cm x 65cm.</em></p>
<p>Studs:</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d.</em></p>",Shugufa Yousofzai,Earrings,"accessories, Afghanistan, Jewelry, Saleh Fine Silks, scarves, Shugufa Yousofzai, Studs",TRUE,Title,Default Title,,,,,"j2100923af, a3320604af",800,shopify,1,deny,manual,145,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Pale_Blue_Silk_Scarf_Silver_Pink_Quartz_Studs.jpeg?v=1419279785,,FALSE,,,,,,,,,,,,,,,,,kg
mumtaz-drop-earrings-afghanistan,Mumtaz Drop Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Javid Noori</strong>
</p>
<p>These gorgeous drop earrings showcase stunning amethysts set in gold-plate. Designed by UK designer Pippa Small and handcrafted by Javid Noori for Turquoise Mountain, they are lovely on their own or when paired with the matching bracelet and necklace. The stones are locally sourced in Afghanistan.</p>
<p>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Earrings,"accessories, Afghanistan, Amethyst, Earrings, Javid Noori, Jewelry, Pippa Small, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2500512af,400,shopify,1,deny,manual,109,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/35_kunzite.jpeg?v=1419279891,,FALSE,,,,,,,,,,,,,,,,,kg
mumtaz-drop-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/35_kunzite_SD.jpeg?v=1419279891,,,,,,,,,,,,,,,,,,,
multi-colour-earrings-afghanistan,Multi Colour Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Javid Noori</strong>
</p>
<p>Elegant and classic, these kunzite drop earrings are set in gold-plate and handcrafted by Javid Noori in collaboration with UK designer Pippa Small for Turquoise Mountain. They are the perfect accessory for every day wear! The stones are locally sourced in Afghanistan. </p>
<p>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Earrings,"accessories, Afghanistan, Earrings, Javid Noori, Jewelry, Pippa Small, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2500260af,300,shopify,2,deny,manual,140,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/130819_PippaSmall_AC_142393_00_copy.jpeg?v=1419279896,,FALSE,,,,,,,,,,,,,,,,,kg
lattice-earrings-afghanistan,Lattice Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Blue Diamond</strong></p>
<p>Handcrafted from brass, these pretty earrings feature a circular lattice pattern. </p>
<p>A collaboration between Kabul-based Blue Diamond jewelry workshop and UK designer Hattie Rickards, the design of this piece is based on the jali patterns dominant in Afghan architecture. Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and a high level of craftsmanship.</p>",Blue Diamond,Earrings,"Afghanistan, Blue Diamond, Earrings",TRUE,Title,Default Title,,,,,j2200002af,100,shopify,0,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2200002af_145.jpeg?v=1419280050,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-studs-afghanistan,Lapis Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Javid Noori</strong><br><br>These rough gemstone studs are designed by UK designer Pippa Small and handcrafted by Javid Noori for Turquoise Mountain. They are finished in simple gold-plated prong settings.<br><br>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains. <br><br><em>• Dimensions: approximately .4"" (1cm) diameter.</em><br><br></p>",Turquoise Mountain,Earrings,"accessories, Afghanistan, Earrings, javid noori, Jewelry, lapis, pippa small, studs, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2600112af,300,shopify,0,deny,manual,105,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMStudsA_5ec549ae-efaa-4980-a334-3d3097117b62.jpeg?v=1419280088,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMStudsA_fig_web.jpeg?v=1419280088,,,,,,,,,,,,,,,,,,,
lapis-star-hoop-earrings-afghanistan,Lapis Star Hoop Earrings - Afghanistan/India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Aayenda</strong></p>
<p>Handcrafted and unique gold plate hoop earrings embellished with a star and two lapis beads. Striking and one-of-a-kind! The Aayenda jewelry line is designed by Afghan students who are trained and mentored in jewelry-making and gem-cutting in India. This first collection was produced in Jaipur.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>",Aayenda,Earrings,"Aayenda, accessories, Afghanistan, earrings, Jewelry",TRUE,Title,Default Title,,,,,j2500010af,300,shopify,3,deny,manual,68,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14001FAW_PRO_earA_040web.jpeg?v=1419280091,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-star-earrings-afghanistan,Lapis Star Earrings - Afghanistan/India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Aayenda</strong></p>
<p>Handcrafted gold plated stars are adorned with a lovely lapis bead in these subtle yet striking earrings. The Aayenda jewelry line is designed by Afghan students who are trained and mentored in jewelry-making and gem-cutting in India. This first collection was produced in Jaipur.</p>
<p>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>",Aayenda,Earrings,"Aayenda, accessories, Afghanistan, Earrings, Jewelry",TRUE,Title,Default Title,,,,,j2500111af,300,shopify,0,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_EarringsE_355_copy.jpeg?v=1419280095,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-star-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery22C_056_copy.jpeg?v=1419280095,,,,,,,,,,,,,,,,,,,
lapis-star-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery22F_029_copy.jpeg?v=1419280095,,,,,,,,,,,,,,,,,,,
lapis-round-star-earrings-afghanistan,Lapis Round Star Earrings - Afghanistan/India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Aayenda</strong></p>
<p>A gold plate round star features a beautiful lapis bead in these elegant and stylish earrings. The Aayenda jewelry line is designed by Afghan students who are trained and mentored in jewelry-making and gem-cutting in India. This first collection was produced in Jaipur.</p>
<p>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>",Aayenda,Earrings,"Aayenda, accessories, Afghanistan, Earrings, Jewelry, lapis lazuli",TRUE,Title,Default Title,,,,,j2500211af,300,shopify,6,deny,manual,68,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14001FAW_PRO_earC_047web_e8934e88-7ca8-4d5c-9299-94ca54dfdf7f.jpeg?v=1419280101,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-earrings-afghanistan,Lapis and Three Drop Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Javid Noori</strong></p>
<p>These playful drop earrings are designed by UK designer Pippa Small and handcrafted by Javid Noori Pippa for Turquoise Mountain in Afghanistan. The lapis lazuli is locally sourced and they are set in 18kt gold-plated silver.</p>
<p>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Earrings,"accessories, Afghanistan, Earrings, javid noori, Jewelry, Pippa Small, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2500112af,400,shopify,2,deny,manual,189,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Lapis_Earrings1_copy2.jpeg?v=1419280122,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMEarring_D_fig_web.jpeg?v=1419280122,,,,,,,,,,,,,,,,,,,
kimeta-hoop-earrings-kenya,Kimeta Hoop Earrings - Kenya,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Bombolulu</strong></p>
<p>Add some subtle sparkle ""kimeta"" to any outfit by wearing these delicately hammered earrings with silver-plated and gold-tone brass 'diamonds' hanging from a secure hoop.</p>
<p><span>This piece is a collaboration between Hiro &amp; Wolf and Kenyan based Bombolulu. It is </span><span>Fair Trade </span><span>certified and helps to provide employment to artisans with physical disabilities in addition to preserving traditional African craft techniques.</span></p>
<p><em>• Dimensions: 4cm x 2.5cm.</em><br><br></p>",Bombolulu,Earrings,"accessories, African, Bombolulu, Crafts, Earrings, Hiro + Wolf, Jewelry, Kenya",TRUE,Title,Default Title,,,,,j2060002ke,200,shopify,7,deny,manual,55,75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_EarringsC_349.jpeg?v=1419280131,,FALSE,,,,,,,,,,,,,,,,,kg
kimeta-hoop-earrings-kenya,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery3F_019.jpeg?v=1419280131,,,,,,,,,,,,,,,,,,,
kimeta-hoop-earrings-kenya,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery3S_020.jpeg?v=1419280131,,,,,,,,,,,,,,,,,,,
snowflake-earrings-gold-afghanistan,Gold Snowflake Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Turquoise Mountain</strong></p>
<p><span>Beautiful large, round gold earrings are intricately hand-pierced in a stunning snowflake design. They are lightweight and polished with a subtle matte finish. Perfect on their own, or when paired with a matching necklace or pendant!</span></p>",Turquoise Mountain,Earrings,"accessories, Afghanistan, Earrings, gold, Jewelry, snowflake, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2600002af,400,shopify,0,deny,manual,150,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/earrings-for-web.jpeg?v=1419280230,,FALSE,,,,,,,,,,,,,,,,,kg
snowflake-earrings-gold-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMEarring_A_fig_web_76ed60b6-cae5-467f-8e94-4a56c523b9ba.jpeg?v=1419280230,,,,,,,,,,,,,,,,,,,
gold-plate-tourmaline-studs,Gold Plate Tourmaline Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan tourmalines which embody a one-of-a-kind elegance. They are set in 18-kt-gold plate. <span>While the quality is of the highest standard, please note that the colour may vary as this gemstone comes in a variety of different shades.</span><br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually featuring precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .4"" (1.0cm) d.</em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Jewelry, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100222af,100,shopify,5,deny,manual,129,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/082013-HEDVIG0964.jpeg?v=1419280236,,FALSE,,,,,,,,,,,,,,,,,kg
gold-plate-tourmaline-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery13_042.jpeg?v=1419280236,,,,,,,,,,,,,,,,,,,
gold-plate-ruby-studs,Gold Plate Ruby Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature Afghan uncut rubies which embody a one-of-a-kind elegance. They are set in 18-kt-gold plated silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100322af,100,shopify,1,deny,manual,199,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2100322af_024.jpeg?v=1419280251,,FALSE,,,,,,,,,,,,,,,,,kg
gold-plate-ruby-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery10_038.jpeg?v=1419280251,,,,,,,,,,,,,,,,,,,
gold-plate-ruby-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Studs_4.jpeg?v=1419280251,,,,,,,,,,,,,,,,,,,
gold-plated-pink-quarts-studs-afghanistan,Gold Plate Pink Quartz Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan pink quartz which embody a one-of-a-kind elegance. They are set in<span>18-kt-gold plated silver.</span><br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .3"" (.8cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Jewelry, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100922af,100,shopify,11,deny,manual,109,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_EarringsH_RS_379.jpeg?v=1419280256,,FALSE,,,,,,,,,,,,,,,,,kg
gold-plated-pink-quarts-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery14_045.jpeg?v=1419280256,,,,,,,,,,,,,,,,,,,
gold-plate-lapis-lazuli-studs,Gold Plate Lapis Lazuli Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan lapis lazuli which embodies a one-of-a-kind elegance. They are set in 18-kt-gold plated silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100122af,100,shopify,10,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2105122af_036.jpeg?v=1419280267,,FALSE,,,,,,,,,,,,,,,,,kg
gold-plate-lapis-lazuli-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Necklace1_earring.jpeg?v=1419280267,,,,,,,,,,,,,,,,,,,
gold-plate-lapis-lazuli-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Studs_2.jpeg?v=1419280267,,,,,,,,,,,,,,,,,,,
